TIME,CP3,C3,F5,PO3,PO4,F6,C4,CP4
0,62.70517662693733,-13.823048291193778,2.2299696126777864,-6.065921285504275,-3.1584670067056293,-84.88713558899808,-87.9689986944017,-117.96028719433161
1,64.69965826776371,3.9137547029886086,10.623444459217852,9.564227306149789,18.000104405010593,-9.008661815790035,-18.235095521507873,-41.594182468085165
2,73.6628155676159,22.871286256550828,6.882593952448914,22.99461523018497,40.29209500234845,130.6518303609017,108.36412395368723,119.48497735847015
3,78.69282935812883,32.60620986532925,-5.062022955733486,29.11514312292401,46.59220242395625,220.46195757623508,192.31780883728766,250.5844237568948
4,61.597582141726434,30.55068982255155,-7.120606424022286,28.22606661474352,26.763545950713024,108.21404649737528,85.31729549477373,161.31375289219022
5,29.0890553178775,25.27473885010401,7.49154326661553,22.756427915491706,-4.299669595718839,-162.0587738576896,-178.2910950677224,-128.4478598491335
6,3.3483217081311736,36.781483949864544,37.21065898165809,25.463391762730776,-11.769175565000591,-400.20158858306286,-407.06750440911895,-407.85431853055746
7,-2.043198500812803,69.51969957045422,68.81038438485909,43.118036346477865,18.134761541740165,-431.6937633997694,-428.9496722550693,-471.52312314326286
8,12.948933205640468,85.62505078565684,65.72598727202336,52.04003313178957,51.86884015668461,-188.373986261865,-189.23001736370705,-227.84968383417333
9,31.182455300154317,52.84124862849181,13.840799538658892,32.26407102106245,52.43769869757314,187.7823366205369,176.42940472114665,190.5083918763519
10,28.26138813733239,-13.035219966442284,-51.191900489850084,-4.204863965053441,16.471841927557314,410.66712332923316,399.72637221319053,468.0286597961792
11,-0.11220101362110668,-78.76696596963525,-92.31990849334753,-40.66422507190321,-38.194931067573165,337.1750010005572,333.87636224690937,414.69482031140427
12,-33.531079645319004,-110.14040109739996,-94.82630313967923,-62.60859831593536,-76.02036588721576,93.88103248035804,97.11770611048692,151.9756733621344
13,-52.43438221317757,-88.01511791728275,-60.05622599718718,-57.932656881664826,-71.09471980233862,-114.24399671731521,-101.18939694819389,-84.51346938279352
14,-55.33629836002642,-41.258902238683866,-13.22564167129196,-39.16009268683098,-45.168204587402464,-199.19845438138128,-178.8163605455876,-195.26687143930414
15,-47.57504646110919,-12.529784287574245,15.39814476138722,-27.849760957638956,-28.99381484610351,-179.3106123878626,-165.96698476725277,-204.95374020895514
16,-28.694905307766284,-2.772505219460294,24.76817452686824,-21.13614597184846,-17.55777072760752,-111.61102931311532,-110.96519389407868,-165.9867798925356
17,2.086552074922931,5.254058486519493,27.756315216532208,-8.553613932950935,-0.184934064354362,-47.36868473772759,-52.806442473776386,-123.92279481679549
